id,section_number,section_short,subsection,question,answer,school,location,source,last_updated
VGWS-FAQ-163,11,Investiture Ceremony,,"What is VGWS's house system for the Investiture Ceremony, and how is it different from the boarding houses?","For Student Council and Investiture purposes, VGWS uses four elemental houses — Agni, Jal, Prithvi and Vayu — spanning the PYP, MYP and DP sections. This is a separate structure from VGWS's four residential boarding houses (Bharadwaj, Jamadagni, Kashyapa and Vashistha, named after Vedic sages), which organise day-to-day boarding life rather than student council elections.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-164,11,Investiture Ceremony,,"What are the four Investiture houses, and what do their mottos represent?","Agni House (symbol: Phoenix) represents resilience and rebirth, with the motto 'Arise, Awake & Stop Not Till the Goal is Reached.' Prithvi House stands for peace and prosperity ('Shanti Samridhi'). Jal House represents compassion and healing, with the motto 'Flowing towards excellence.' Vayu House symbolises inner strength and intuition, with the motto 'Nil Desperandum' ('Never give up').",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-165,11,Investiture Ceremony,,What leadership positions are conferred at the ceremony?,"Positions include Head Boy and Head Girl, School Sports Captains (male and female), School Cultural Captains (male and female), House Captains, House Sports Captains, House Cultural Captains, and Deputy House Captains — elected separately across the PYP, MYP and DP sections of each house — alongside Boarding Prefects representing the residential community.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-166,11,Investiture Ceremony,,Can you give an example of a past VGWS Prefect Council?,"For AY2024-25, the Prefect Council included Head Boy Rohan George and Head Girl Shreya Katariya, School Sports Captains Omraj Karle (male) and Kanishka M. Maniya (female), and School Cultural Captains Eshaan Khandelwal (male) and Kristina Sabarna (female), alongside House Captains, Sports Captains and Cultural Captains elected across Agni, Jal, Prithvi and Vayu houses and every section from PYP through DP.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-167,11,Investiture Ceremony,,How are student council leaders selected at VGWS?,"The school describes the process as an election — the Investiture Ceremony 'celebrat[es] the election of new student leaders and prefects,' with newly elected office bearers formally announced and inducted at the ceremony itself.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-168,11,Investiture Ceremony,,Does the Investiture Ceremony include both day scholars and boarding students?,"Yes — leadership positions are conferred across every section (PYP, MYP, DP) and explicitly include Boarding Prefects alongside day-section student leaders, reflecting VGWS's combined day-cum-boarding structure and its commitment to leadership opportunity regardless of boarding status.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-169,11,Investiture Ceremony,,Who typically addresses the students at the ceremony?,"Past ceremonies have featured keynote addresses from senior academic leadership — for example, the AY2026-27 ceremony featured an address from the HOS, Mr.Vidhukesh Vimal, motivating students to aim high, with a Vote of Thanks proposed by a senior DP coordinator. Head Boys and Head Girls also address the school directly as part of the ceremony.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-170,11,Investiture Ceremony,,What did VGWS's Head Boy and Head Girl speak about in a recent Investiture Ceremony?,"At the AY2026-27 ceremony, Head Boy Siddant Nande spoke about the power of teamwork and unity, while Head Girl Chandni Bhatia focused on resilience and kindness, urging fellow students to lead through compassion and courage rather than treating leadership as a position of authority alone.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-171,11,Investiture Ceremony,,Was there anything notable about the VGWS Investiture Ceremony for AY2026-27?,"In sharing the 2026-27 ceremony publicly, VGWS's Chief Administrative Officer reflected that a school's character is 'sometimes... defined by a single act of compassion,' noting that one newly appointed Head Boy could not be present at the ceremony as he was hospitalised — a moment the school highlighted as reflecting its values of care and community alongside the formal induction of the new student council.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-172,11,Investiture Ceremony,,How does the Investiture Ceremony connect to VGWS's broader leadership-development philosophy?,"It is the formal starting point of a leadership journey that continues through the year via the boarding house system, the Student Well-Being Council, student-led clubs, MUN and CAS — the ceremony itself frames leadership explicitly as 'an opportunity to make a meaningful impact,' not merely a title, consistent with VGWS's wider values-based approach to student leadership.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
VGWS-FAQ-173,11,Investiture Ceremony,,Are Indian cultural and spiritual elements part of the Investiture Ceremony?,"Yes — the ceremony's opening World Peace Prayer, Lamp Lighting, and shloka/prayer-dance performances by DP-1 students reflect VGWS's Guru-Shishya-rooted approach to school life, weaving Indian tradition directly into what is otherwise a Western-style school leadership investiture format.",Vishwashanti Gurukul World School (VGWS),"Pune, Maharashtra, India",VGWS Master FAQ Bank (mitgurukul.com; VGWS press release & PR archive; official social channels),2026-08
